"Localidades";"Períodos";"Consumo de Energia Elétrica - Total (Em MWh)";"Consumo de Energia Elétrica -  Comércio e Serviços (Em MWh)";"Consumo de Energia Elétrica - Industrial (Em MWh)";"Consumo de Energia Elétrica - Residencial (Em MWh)";"Consumo de Energia Elétrica - Rural (Em MWh)";"Consumo de Energia Elétrica - Iluminação e Serviços Públicos e Outros (Em MWh)";"Cód. IBGE"
"Bauru";"2015";"933615";"272658";"174681";"357105";"9114";"120056";3506003
"Bauru";"2016";"905369";"257710";"168584";"352482";"8826";"117767";3506003
"Bauru";"2017";"921831";"262224";"170661";"359709";"9058";"120179";3506003
"Bauru";"2018";"936584";"266655";"172837";"367606";"9334";"120152";3506003
"Bauru";"2019";"945039";"273637";"152658";"386912";"10478";"121355";3506003
"Bebedouro";"2015";"218595";"46025";"67637";"70466";"12651";"21816";3506102
"Bebedouro";"2016";"224052";"44282";"72102";"69784";"14951";"22932";3506102
"Bebedouro";"2017";"223382";"44803";"66588";"71694";"16490";"23806";3506102
"Bebedouro";"2018";"227628";"44947";"67021";"74186";"18169";"23304";3506102
"Bebedouro";"2019";"232469";"44341";"66693";"78021";"20018";"23396";3506102
"Bento de Abreu";"2015";"4872";"537";"850";"2022";"427";"1035";3506201
"Bento de Abreu";"2016";"4481";"486";"806";"2052";"422";"715";3506201
"Bento de Abreu";"2017";"4645";"418";"898";"2096";"416";"817";3506201
"Bento de Abreu";"2018";"4760";"425";"799";"2231";"419";"886";3506201
"Bento de Abreu";"2019";"4983";"443";"877";"2349";"423";"892";3506201
"Bernardino de Campos";"2015";"28147";"2319";"8067";"6891";"7180";"3691";3506300
"Bernardino de Campos";"2016";"26906";"2102";"7309";"6955";"6836";"3704";3506300
"Bernardino de Campos";"2017";"26969";"2164";"7299";"7025";"6817";"3664";3506300
"Bernardino de Campos";"2018";"29287";"2089";"8785";"7224";"7338";"3851";3506300
"Bernardino de Campos";"2019";"31398";"2145";"9631";"7507";"8397";"3719";3506300
"Bertioga";"2015";"191001";"69778";"2651";"99519";"45";"19009";3506359
"Bertioga";"2016";"186928";"66828";"2488";"97902";"41";"19669";3506359
"Bertioga";"2017";"203879";"70403";"2620";"108576";"36";"22244";3506359
"Bertioga";"2018";"203640";"69461";"2519";"109441";"40";"22179";3506359
"Bertioga";"2019";"215052";"73197";"2599";"114904";"40";"24312";3506359
"Bilac";"2015";"14447";"2782";"1659";"6610";"1334";"2061";3506409
"Bilac";"2016";"14171";"2706";"1558";"6492";"1437";"1978";3506409
"Bilac";"2017";"14375";"2845";"1728";"6577";"1241";"1983";3506409
"Bilac";"2018";"14995";"2954";"1900";"6937";"1235";"1970";3506409
"Bilac";"2019";"15897";"3147";"2058";"7337";"1316";"2040";3506409
"Birigui";"2015";"254694";"45247";"56561";"116567";"8579";"27741";3506508
"Birigui";"2016";"245269";"42618";"52137";"114738";"8564";"27212";3506508
"Birigui";"2017";"259758";"46246";"56273";"120219";"8988";"28032";3506508
"Birigui";"2018";"269867";"51170";"53169";"126956";"9451";"29120";3506508
"Birigui";"2019";"278678";"52682";"50698";"135133";"10146";"30019";3506508
"Biritiba Mirim";"2015";"57250";"4909";"801";"18901";"6815";"25824";3506607
"Biritiba Mirim";"2016";"45482";"4986";"694";"19194";"6931";"13677";3506607
"Biritiba Mirim";"2017";"50194";"5052";"679";"19627";"7162";"17673";3506607
"Biritiba Mirim";"2018";"52399";"5102";"678";"20307";"7299";"19012";3506607
"Biritiba Mirim";"2019";"52180";"5142";"1566";"20944";"7160";"17368";3506607
"Boa Esperança do Sul";"2015";"29378";"2715";"2228";"9411";"11139";"3885";3506706
"Boa Esperança do Sul";"2016";"35018";"2425";"2778";"9324";"16826";"3666";3506706
"Boa Esperança do Sul";"2017";"36999";"2511";"3079";"9776";"17671";"3963";3506706
"Boa Esperança do Sul";"2018";"39154";"2534";"3479";"10275";"18836";"4029";3506706
"Boa Esperança do Sul";"2019";"41218";"3108";"3779";"10791";"19486";"4055";3506706
"Bocaina";"2015";"24249";"2542";"6643";"10116";"1456";"3493";3506805
"Bocaina";"2016";"24341";"2315";"7487";"9815";"1314";"3410";3506805
"Bocaina";"2017";"25242";"2188";"8272";"10206";"1371";"3206";3506805
"Bocaina";"2018";"25429";"2266";"8046";"10200";"1347";"3571";3506805
"Bocaina";"2019";"25782";"2419";"7674";"10640";"1379";"3669";3506805
"Bofete";"2015";"23593";"1960";"7556";"7658";"5017";"1402";3506904
"Bofete";"2016";"23438";"2078";"6884";"7742";"5203";"1530";3506904
"Bofete";"2017";"24134";"1873";"6935";"7978";"5814";"1534";3506904
"Bofete";"2018";"25164";"1748";"7409";"8373";"6099";"1535";3506904
"Bofete";"2019";"25456";"1864";"7106";"8439";"6586";"1462";3506904
"Boituva";"2015";"276854";"19685";"181552";"56282";"6131";"13204";3507001
"Boituva";"2016";"278935";"18402";"167796";"56215";"22576";"13947";3507001
"Boituva";"2017";"292073";"18410";"177299";"58607";"23499";"14259";3507001
"Boituva";"2018";"295825";"18626";"179396";"60313";"23896";"13594";3507001
"Boituva";"2019";"307215";"19441";"187255";"62595";"24683";"13240";3507001
"Bom Jesus dos Perdões";"2015";"85854";"6737";"56473";"17194";"1370";"4080";3507100
"Bom Jesus dos Perdões";"2016";"84124";"9363";"52093";"17249";"1278";"4140";3507100
"Bom Jesus dos Perdões";"2017";"92859";"10987";"57817";"18399";"1309";"4347";3507100
"Bom Jesus dos Perdões";"2018";"94027";"10573";"59219";"18636";"1351";"4248";3507100
"Bom Jesus dos Perdões";"2019";"98134";"5839";"67156";"19322";"1396";"4422";3507100
"Bom Sucesso de Itararé";"2015";"7783";"450";"4938";"1494";"364";"538";3507159
"Bom Sucesso de Itararé";"2016";"6787";"435";"3934";"1486";"369";"563";3507159
"Bom Sucesso de Itararé";"2017";"7087";"412";"4232";"1510";"358";"575";3507159
"Bom Sucesso de Itararé";"2018";"6872";"414";"3997";"1564";"362";"536";3507159
"Bom Sucesso de Itararé";"2019";"7492";"459";"4474";"1631";"399";"529";3507159
"Borá";"2015";"1455";"139";"27";"532";"226";"531";3507209
"Borá";"2016";"1396";"151";"12";"519";"215";"498";3507209
"Borá";"2017";"1397";"194";"7";"531";"181";"484";3507209
"Borá";"2018";"1477";"198";"23";"563";"194";"499";3507209
"Borá";"2019";"1508";"217";"17";"583";"209";"482";3507209
"Boracéia";"2015";"10885";"1995";"3071";"3225";"1444";"1150";3507308
"Boracéia";"2016";"10469";"1985";"2912";"3297";"1155";"1120";3507308
"Boracéia";"2017";"10553";"2087";"2587";"3389";"1281";"1209";3507308
"Boracéia";"2018";"12246";"2069";"3816";"3580";"1479";"1302";3507308
"Boracéia";"2019";"14471";"2309";"5530";"3901";"1418";"1313";3507308
"Borborema";"2015";"25172";"4527";"3545";"11268";"2280";"3552";3507407
"Borborema";"2016";"24531";"4359";"2867";"11433";"2665";"3206";3507407
"Borborema";"2017";"25759";"4370";"3932";"11763";"2418";"3277";3507407
"Borborema";"2018";"28497";"4488";"5258";"12007";"3139";"3606";3507407
"Borborema";"2019";"37101";"11494";"5519";"12663";"3692";"3733";3507407
"Borebi";"2015";"4890";"466";"959";"1654";"815";"997";3507456
"Borebi";"2016";"5067";"510";"1022";"1674";"895";"967";3507456
"Borebi";"2017";"5438";"449";"1231";"1731";"1031";"996";3507456
"Borebi";"2018";"5924";"655";"1316";"1807";"1053";"1094";3507456
"Borebi";"2019";"6072";"677";"1268";"1778";"1235";"1114";3507456
"Botucatu";"2015";"563574";"56065";"324709";"120943";"5226";"56632";3507506
"Botucatu";"2016";"564623";"52100";"319907";"121792";"10623";"60200";3507506
"Botucatu";"2017";"545389";"51288";"296648";"125934";"10372";"61148";3507506
"Botucatu";"2018";"560768";"52518";"306273";"128575";"14296";"59106";3507506
"Botucatu";"2019";"503712";"54869";"243133";"132808";"13765";"59137";3507506
"Bragança Paulista";"2015";"525502";"77624";"252381";"139182";"18603";"37712";3507605
"Bragança Paulista";"2016";"525569";"78631";"249001";"144085";"18329";"35522";3507605
"Bragança Paulista";"2017";"541526";"85045";"251700";"149136";"18679";"36966";3507605
"Bragança Paulista";"2018";"559123";"88244";"258963";"155146";"18752";"38017";3507605
"Bragança Paulista";"2019";"566950";"87197";"259790";"162779";"18520";"38664";3507605
"Braúna";"2015";"6770";"771";"215";"3872";"696";"1216";3507704
"Braúna";"2016";"6675";"747";"186";"3887";"657";"1199";3507704
"Braúna";"2017";"6994";"800";"204";"4095";"689";"1206";3507704
"Braúna";"2018";"7288";"840";"206";"4242";"740";"1260";3507704
"Braúna";"2019";"7671";"835";"213";"4543";"773";"1307";3507704
"Brejo Alegre";"2015";"7808";"340";"4085";"1930";"729";"725";3507753
"Brejo Alegre";"2016";"7702";"314";"4013";"1934";"724";"716";3507753
"Brejo Alegre";"2017";"12878";"322";"8962";"2083";"755";"756";3507753
"Brejo Alegre";"2018";"6521";"326";"2542";"2089";"817";"748";3507753
"Brejo Alegre";"2019";"4515";"314";"174";"2202";"1061";"764";3507753
"Brodowski";"2015";"41884";"5784";"4519";"19991";"3245";"8345";3507803
"Brodowski";"2016";"42386";"5524";"4333";"20219";"3398";"8911";3507803
"Brodowski";"2017";"44275";"5807";"4649";"21395";"3154";"9270";3507803
"Brodowski";"2018";"45897";"5873";"4597";"22647";"3299";"9481";3507803
"Brodowski";"2019";"47084";"5820";"4014";"24591";"3420";"9238";3507803
"Brotas";"2015";"49303";"9006";"6504";"18971";"9837";"4984";3507902
"Brotas";"2016";"47216";"8275";"5937";"19029";"9001";"4974";3507902
"Brotas";"2017";"65294";"8366";"20443";"19766";"11703";"5016";3507902
"Brotas";"2018";"68197";"8519";"21889";"20442";"12168";"5178";3507902
"Brotas";"2019";"64934";"8619";"17514";"21446";"12129";"5226";3507902
"Buri";"2015";"30541";"4980";"3667";"8916";"8658";"4321";3508009
"Buri";"2016";"31719";"4893";"3460";"8965";"9791";"4610";3508009
"Buri";"2017";"33717";"4987";"3630";"9822";"10479";"4800";3508009
"Buri";"2018";"34041";"5500";"3065";"10072";"10489";"4914";3508009
"Buri";"2019";"38923";"6490";"3305";"10502";"13675";"4951";3508009
"Buritama";"2015";"32267";"5690";"4847";"14558";"3367";"3804";3508108
"Buritama";"2016";"32159";"5270";"5465";"14228";"3288";"3908";3508108
"Buritama";"2017";"34999";"6009";"5838";"15681";"3235";"4236";3508108
"Buritama";"2018";"36355";"6285";"5385";"16675";"3680";"4329";3508108
"Buritama";"2019";"38409";"6810";"5122";"17591";"4237";"4649";3508108
"Buritizal";"2015";"8722";"805";"1619";"2911";"1676";"1710";3508207
"Buritizal";"2016";"8782";"795";"1821";"2906";"1560";"1700";3508207
"Buritizal";"2017";"8044";"766";"968";"2995";"1583";"1733";3508207
"Buritizal";"2018";"8771";"815";"1456";"3118";"1640";"1743";3508207
"Buritizal";"2019";"8506";"828";"1335";"3097";"1494";"1751";3508207
"Cabrália Paulista";"2015";"7862";"746";"923";"2710";"2428";"1055";3508306
"Cabrália Paulista";"2016";"7814";"726";"942";"2691";"2425";"1030";3508306
"Cabrália Paulista";"2017";"7801";"694";"1009";"2826";"2198";"1075";3508306
"Cabrália Paulista";"2018";"7621";"680";"1017";"2867";"2007";"1050";3508306
"Cabrália Paulista";"2019";"7303";"697";"829";"2922";"1818";"1036";3508306
"Cabreúva";"2015";"261429";"30998";"179857";"32714";"10407";"7453";3508405
"Cabreúva";"2016";"243912";"31671";"162302";"32476";"9793";"7670";3508405
"Cabreúva";"2017";"254663";"33019";"169890";"34275";"9163";"8316";3508405
"Cabreúva";"2018";"262886";"31640";"179872";"34659";"8756";"7958";3508405
"Cabreúva";"2019";"268191";"27941";"187504";"35530";"8779";"8437";3508405
"Cachoeira Paulista";"2015";"59535";"12316";"2775";"24062";"2042";"18341";3508603
"Cachoeira Paulista";"2016";"59013";"11727";"2928";"24152";"2147";"18059";3508603
"Cachoeira Paulista";"2017";"59192";"11769";"3030";"24573";"2254";"17566";3508603
"Cachoeira Paulista";"2018";"59020";"11829";"3463";"24755";"2235";"16738";3508603
"Cachoeira Paulista";"2019";"57036";"12033";"3385";"25184";"2016";"14417";3508603
"Caconde";"2015";"21349";"2823";"404";"9460";"5611";"3051";3508702
"Caconde";"2016";"21245";"2775";"353";"9650";"5409";"3059";3508702
"Caconde";"2017";"22051";"2883";"305";"9901";"5902";"3059";3508702
"Caconde";"2018";"22542";"2955";"332";"9965";"6269";"3020";3508702
"Caconde";"2019";"22455";"2940";"353";"10227";"5853";"3082";3508702
"Cafelândia";"2015";"31058";"5610";"3944";"13380";"3278";"4846";3508801
"Cafelândia";"2016";"30668";"5538";"3502";"13266";"3812";"4550";3508801
"Cafelândia";"2017";"31921";"5440";"3684";"14080";"4162";"4556";3508801
"Cafelândia";"2018";"32915";"5574";"4333";"14628";"4077";"4303";3508801
"Cafelândia";"2019";"33728";"5140";"4869";"15205";"4064";"4450";3508801
"Caiabu";"2015";"4801";"588";"102";"2276";"945";"891";3508900
"Caiabu";"2016";"4764";"608";"36";"2343";"918";"860";3508900
"Caiabu";"2017";"4989";"757";"36";"2428";"928";"840";3508900
"Caiabu";"2018";"4990";"619";"38";"2506";"974";"853";3508900
"Caiabu";"2019";"5299";"626";"34";"2702";"997";"940";3508900
"Caieiras";"2015";"421800";"48450";"296526";"65841";"201";"10782";3509007
"Caieiras";"2016";"409674";"45460";"286129";"67390";"189";"10507";3509007
"Caieiras";"2017";"434772";"45201";"306697";"71407";"179";"11289";3509007
"Caieiras";"2018";"427149";"46025";"297824";"71877";"180";"11244";3509007
"Caieiras";"2019";"447891";"38832";"325671";"72678";"172";"10539";3509007
"Caiuá";"2015";"7409";"748";"65";"2148";"2871";"1576";3509106
"Caiuá";"2016";"6937";"685";"45";"2066";"2648";"1494";3509106
"Caiuá";"2017";"7190";"702";"50";"2182";"2710";"1546";3509106
"Caiuá";"2018";"7311";"730";"46";"2198";"2809";"1527";3509106
"Caiuá";"2019";"7720";"734";"32";"2342";"2849";"1764";3509106
"Cajamar";"2015";"384900";"87881";"213071";"69714";"51";"14183";3509205
"Cajamar";"2016";"371652";"80127";"207569";"70683";"54";"13220";3509205
"Cajamar";"2017";"391005";"85968";"218602";"72735";"48";"13652";3509205
"Cajamar";"2018";"390323";"91093";"212968";"73239";"53";"12969";3509205
"Cajamar";"2019";"401042";"96417";"216654";"74210";"52";"13708";3509205
"Cajati";"2015";"285873";"5409";"257020";"16652";"2108";"4685";3509254
"Cajati";"2016";"231814";"5246";"203098";"16729";"1927";"4814";3509254
"Cajati";"2017";"238934";"5936";"207994";"17857";"2047";"5101";3509254
"Cajati";"2018";"239522";"6026";"207501";"18245";"1932";"5817";3509254
"Cajati";"2019";"237946";"6241";"204337";"18820";"1865";"6685";3509254
"Cajobi";"2015";"14966";"1840";"337";"7048";"3648";"2094";3509304
"Cajobi";"2016";"15508";"1762";"364";"7018";"4255";"2110";3509304
"Cajobi";"2017";"16059";"1793";"409";"7288";"4312";"2258";3509304
"Cajobi";"2018";"17009";"1600";"448";"7530";"5074";"2356";3509304
"Cajobi";"2019";"19119";"1629";"383";"7870";"6821";"2416";3509304
"Cajuru";"2015";"38398";"4883";"6708";"17036";"6729";"3042";3509403
"Cajuru";"2016";"38210";"4629";"6650";"16938";"6792";"3202";3509403
"Cajuru";"2017";"39432";"4571";"7100";"17481";"7035";"3244";3509403
"Cajuru";"2018";"40559";"4573";"7564";"18003";"7079";"3340";3509403
"Cajuru";"2019";"42166";"4638";"8587";"18672";"6951";"3319";3509403
"Campina do Monte Alegre";"2015";"8462";"1117";"932";"3481";"1900";"1032";3509452
"Campina do Monte Alegre";"2016";"8460";"1079";"866";"3510";"1979";"1026";3509452
"Campina do Monte Alegre";"2017";"9214";"1159";"936";"3901";"2170";"1047";3509452
"Campina do Monte Alegre";"2018";"9214";"1006";"922";"4021";"2216";"1050";3509452
"Campina do Monte Alegre";"2019";"10026";"1069";"1014";"4187";"2694";"1062";3509452
"Campinas";"2015";"3333958";"1169016";"624074";"1081026";"138577";"321264";3509502
"Campinas";"2016";"3217953";"1119244";"570070";"1066036";"136856";"325747";3509502
"Campinas";"2017";"3242014";"1093680";"588196";"1086090";"145458";"328589";3509502
"Campinas";"2018";"3285925";"1098291";"608401";"1099629";"150349";"329255";3509502
"Campinas";"2019";"3315985";"1151682";"606030";"1147449";"76045";"334779";3509502
"Campo Limpo Paulista";"2015";"262358";"16729";"162779";"65077";"353";"17421";3509601
"Campo Limpo Paulista";"2016";"249791";"16301";"151864";"63878";"344";"17404";3509601
"Campo Limpo Paulista";"2017";"282022";"16043";"184080";"64588";"330";"16981";3509601
"Campo Limpo Paulista";"2018";"289688";"15795";"191659";"64434";"310";"17490";3509601
"Campo Limpo Paulista";"2019";"288289";"16607";"190044";"64100";"319";"17219";3509601
"Campos do Jordão";"2015";"126740";"41815";"16117";"52636";"609";"15564";3509700
"Campos do Jordão";"2016";"122940";"39951";"14029";"52780";"598";"15583";3509700
"Campos do Jordão";"2017";"128797";"40472";"14829";"56667";"613";"16217";3509700
"Campos do Jordão";"2018";"129569";"40034";"15888";"56906";"649";"16093";3509700
"Campos do Jordão";"2019";"131098";"40187";"17494";"56920";"619";"15880";3509700
"Campos Novos Paulista";"2015";"6243";"670";"276";"2786";"1564";"946";3509809
"Campos Novos Paulista";"2016";"6435";"670";"535";"2776";"1509";"945";3509809
"Campos Novos Paulista";"2017";"6682";"650";"663";"2865";"1608";"896";3509809
"Campos Novos Paulista";"2018";"6717";"716";"407";"2913";"1727";"955";3509809
"Campos Novos Paulista";"2019";"7516";"853";"260";"3020";"2318";"1065";3509809
"Cananéia";"2015";"18167";"3843";"1110";"9254";"422";"3537";3509908
"Cananéia";"2016";"17890";"3875";"1103";"9461";"370";"3081";3509908
"Cananéia";"2017";"19317";"4167";"898";"10093";"457";"3702";3509908
"Cananéia";"2018";"19128";"4084";"964";"10322";"462";"3296";3509908
"Cananéia";"2019";"20314";"4342";"871";"10670";"450";"3981";3509908
"Canas";"2015";"8205";"936";"2859";"3196";"239";"975";3509957
"Canas";"2016";"8438";"1102";"2904";"3147";"277";"1007";3509957
"Canas";"2017";"8745";"1183";"3005";"3223";"320";"1014";3509957
"Canas";"2018";"8925";"1468";"2863";"3260";"279";"1054";3509957
"Canas";"2019";"9186";"1733";"2756";"3395";"252";"1051";3509957
"Cândido Mota";"2015";"71598";"11731";"25194";"22678";"4913";"7082";3510005
"Cândido Mota";"2016";"74988";"11523";"27752";"23218";"5558";"6938";3510005
"Cândido Mota";"2017";"79383";"12363";"30046";"23768";"6133";"7074";3510005
"Cândido Mota";"2018";"83759";"12285";"33298";"24390";"6731";"7055";3510005
"Cândido Mota";"2019";"91151";"12863";"37175";"26027";"7801";"7285";3510005
"Cândido Rodrigues";"2015";"5736";"632";"836";"2094";"1268";"906";3510104
"Cândido Rodrigues";"2016";"5588";"563";"590";"2125";"1389";"921";3510104
"Cândido Rodrigues";"2017";"6028";"583";"516";"2251";"1652";"1025";3510104
"Cândido Rodrigues";"2018";"6425";"608";"440";"2312";"1992";"1073";3510104
"Cândido Rodrigues";"2019";"7068";"602";"510";"2507";"2337";"1111";3510104
"Canitar";"2015";"5382";"421";"1207";"2515";"211";"1029";3510153
"Canitar";"2016";"5414";"400";"1149";"2631";"207";"1026";3510153
"Canitar";"2017";"5855";"341";"1364";"2868";"222";"1060";3510153
"Canitar";"2018";"5883";"346";"1254";"2939";"213";"1132";3510153
"Canitar";"2019";"5724";"319";"477";"3226";"222";"1480";3510153
"Capão Bonito";"2015";"53557";"11290";"3599";"22819";"8681";"7169";3510203
"Capão Bonito";"2016";"54905";"10798";"4113";"22835";"9661";"7498";3510203
"Capão Bonito";"2017";"57239";"10692";"4321";"24086";"10510";"7630";3510203
"Capão Bonito";"2018";"57632";"10626";"4504";"24221";"10561";"7720";3510203
"Capão Bonito";"2019";"59426";"11030";"4282";"24808";"11286";"8020";3510203
"Capela do Alto";"2015";"33513";"3501";"2416";"14244";"6275";"7077";3510302
"Capela do Alto";"2016";"31532";"2577";"2059";"13978";"6107";"6811";3510302
"Capela do Alto";"2017";"32283";"2723";"2384";"14522";"5858";"6795";3510302
"Capela do Alto";"2018";"32139";"2545";"2234";"14986";"5759";"6615";3510302
"Capela do Alto";"2019";"32683";"2692";"2056";"15640";"5832";"6462";3510302
"Capivari";"2015";"210782";"15233";"133182";"43560";"4627";"14180";3510401
"Capivari";"2016";"204898";"14230";"128054";"43042";"4630";"14941";3510401
"Capivari";"2017";"214484";"15051";"136028";"43678";"4927";"14801";3510401
"Capivari";"2018";"231478";"14912";"152072";"44481";"5357";"14656";3510401
"Capivari";"2019";"241793";"14686";"159855";"46705";"5700";"14845";3510401
"Caraguatatuba";"2015";"342803";"76345";"97702";"127124";"1765";"39867";3510500
"Caraguatatuba";"2016";"335408";"72975";"91609";"126820";"2109";"41895";3510500
"Caraguatatuba";"2017";"342101";"77291";"91193";"129814";"2150";"41653";3510500
"Caraguatatuba";"2018";"343723";"81295";"87640";"132769";"2202";"39817";3510500
"Caraguatatuba";"2019";"352100";"88049";"86254";"139665";"601";"37530";3510500
"Carapicuíba";"2015";"569780";"81041";"58209";"312551";"-";"117980";3510609
"Carapicuíba";"2016";"583512";"80046";"57128";"317287";"-";"129051";3510609
"Carapicuíba";"2017";"623399";"88234";"59795";"320773";"-";"154598";3510609
"Carapicuíba";"2018";"612275";"90346";"59517";"323076";"-";"139336";3510609
"Carapicuíba";"2019";"612893";"95117";"55458";"322314";"-";"140005";3510609
"Cardoso";"2015";"20931";"3617";"303";"9464";"4196";"3351";3510708
"Cardoso";"2016";"20814";"3364";"266";"9200";"4822";"3161";3510708
"Cardoso";"2017";"22185";"3529";"220";"10046";"4949";"3442";3510708
"Cardoso";"2018";"22869";"3798";"296";"10533";"4732";"3510";3510708
"Cardoso";"2019";"23576";"3863";"297";"10780";"4868";"3769";3510708
"Casa Branca";"2015";"73005";"9824";"7439";"20708";"26520";"8513";3510807
"Casa Branca";"2016";"75549";"9071";"7501";"20777";"29290";"8909";3510807
"Casa Branca";"2017";"81798";"8895";"8287";"21052";"34050";"9514";3510807
"Casa Branca";"2018";"81701";"9153";"8809";"21273";"31532";"10935";3510807
"Casa Branca";"2019";"82227";"9422";"8385";"22024";"33312";"9083";3510807
"Cássia dos Coqueiros";"2015";"5153";"287";"24";"1692";"2515";"635";3510906
